,A,AraC,Crp
acid_tale__acid_ale2_pH5__2,-0.0691983484,0.5792596315,0.485480993
acid_tale__low_Mg_ale_pH7__1,-0.2987397657,0.3871576245,0.300746703
acid_tale__low_Mg_ale_pH7__2,-0.0591713005,0.0807853745,0.34624546300000003
acid_tale__low_Mg_ale_pH5__1,-0.5544922699,0.5160650385000001,0.608588733
acid_tale__low_Mg_ale_pH5__2,-0.20379812060000002,0.30747470450000003,0.557231563
acid_tale__MES_ale_pH7__1,-0.6635511386,0.0160673695,0.430531873
acid_tale__MES_ale_pH7__2,-0.6383241993000001,0.2308145365,0.47473322300000004
acid_tale__MES_ale_pH5__1,-0.37076864860000003,-0.1862218115,0.475017483
acid_tale__MES_ale_pH5__2,-0.4961375349,0.2969244165,0.709374983
acid_tale__gmos_pH7__1,-0.3766645543,0.0801376355,0.42960406300000004
acid_tale__gmos_pH7__2,-0.7048636882,0.08188756750000001,0.444629313
acid_tale__gmos_pH5__1,0.36021159350000004,0.2746256785,0.650228023
acid_tale__gmos_pH5__2,0.2995036755,0.20164503450000001,0.7174304530000001
adnB__wt_adn__1,-0.266318163,-0.1549049365,-0.41595584700000005
adnB__wt_adn__2,-0.4261589196,-0.0329098985,0.229595813
adnB__delydhB_adn__1,-0.6510661511,0.2381707435,-0.53031891
adnB__delydhB_adn__2,-0.7618966883,0.1418347435,-0.264506101
ytf2__wt_glc__1,0.06423469650000001,0.1393658065,0.207994233
ytf2__wt_glc__2,-0.1836744613,-0.020321415500000002,0.253845453
ytf2__ybcM_glc__1,0.1718605052,0.5876047615000001,0.49687887300000005
ytf2__ybcM_glc__2,0.3702502119,0.7043515515000001,0.5496294230000001
ytf2__ydhB_glc__1,-0.2094662669,0.2767216945,0.326151603
ytf2__ydhB_glc__2,0.2568767486,0.1934285185,0.395503043
ytf2__yfeC_glc__1,-0.08620994,-0.0147550135,0.20829614300000002
ytf2__yfeC_glc__2,-0.2941231265,0.0642561665,0.37606821300000004
ytf2__yciT_glc__1,-0.2610318904,0.20130959650000002,0.459934233
ytf2__yciT_glc__2,0.14554000320000002,0.2458636845,0.517486403
ytf2__ydiZ_glc__1,0.0359143347,0.21934601750000002,0.28184425300000004
ytf2__ydiZ_glc__2,0.21653876730000002,0.23641227350000002,0.281401713
ytf2__ynfL_glc__1,0.1816437678,0.14866266150000002,0.510756223
ytf2__ynfL_glc__2,0.0486429559,0.3293455495,0.523190413
misc2__dellon_glc__1,-1.4382764510000001,0.35136866850000004,0.48724811300000004
misc2__dellon_glc__2,-1.6057759713,0.5420208395,0.21544195300000002
ytf3__wt_glc2__1,0.3381765617,0.3439991555,0.456262873
ytf3__wt_glc2__2,0.110134357,0.2771934015,0.5116651830000001
ytf3__wt_pH7_lactate__1,0.25103527270000003,0.2914345215,0.560872303
ytf3__wt_pH7_lactate__2,0.31960763600000003,0.2346026765,0.553273863
ytf3__wt_pH55_lactate__1,-0.12570387660000001,0.1962615655,0.778064203
ytf3__wt_pH55_lactate__2,0.11800394480000001,0.024343754500000002,0.7423117130000001
ytf3__wt_pH55_HCl__1,0.4449971775,0.0044474675,0.615049543
ytf3__wt_pH55_HCl__2,0.3742039728,0.0406260995,0.6014201330000001
ytf3__dyieP_pH7__1,0.26813061990000003,0.21377039150000002,0.47916943300000003
ytf3__dyieP_pH7__2,0.2591328713,0.1947096935,0.424966693
ytf3__dyieP_pH55__1,0.3124391009,0.1925036085,0.439007113
ytf3__dyieP_pH55__2,0.4077164347,0.1510119125,0.623551333
