,A,FhlA,RpoN
acid_tale__acid_ale1_pH5__2,5.4193891298,0.14845601,-0.3639794045
acid_tale__acid_ale2_pH7__1,1.9235662981,-1.027186955,-0.8097514835
acid_tale__acid_ale2_pH7__2,1.3612269373,-1.027584378,-0.7847996785
acid_tale__acid_ale2_pH5__1,0.8215334149,-0.26911168,-0.6090815945
acid_tale__acid_ale2_pH5__2,1.5887863418000001,-1.103981893,-0.6521726465000001
acid_tale__low_Mg_ale_pH7__1,3.2707118695,-1.942128188,-0.8886906245
acid_tale__low_Mg_ale_pH7__2,3.0997306043,-1.932273398,-0.8849519425
acid_tale__low_Mg_ale_pH5__1,1.0619530076,-1.36454088,-0.5974948625000001
acid_tale__low_Mg_ale_pH5__2,1.1702060678,-1.5266554970000001,-0.5990323295000001
acid_tale__MES_ale_pH7__1,1.4921349098,-1.037802408,-0.8479203105
acid_tale__MES_ale_pH7__2,2.2043567958,-1.13638628,-0.8574053305
acid_tale__MES_ale_pH5__1,0.7389234291,-0.042436843,-0.6288421885000001
acid_tale__MES_ale_pH5__2,0.807624027,0.59075796,-0.35688139950000003
acid_tale__gmos_pH7__1,1.6384123942,-1.075175155,-0.8300912035
acid_tale__gmos_pH7__2,1.8279426308,-1.156424925,-0.7878773665000001
acid_tale__gmos_pH5__1,2.3250611151,-0.068700575,-0.4982351705
acid_tale__gmos_pH5__2,1.0910778159,-0.321365237,-0.44691374850000004
adnB__wt_adn__1,-0.5518664049,-0.787771702,-0.0801798185
adnB__wt_adn__2,-0.4253224597,-0.824327087,-0.5635753085
adnB__delydhB_adn__1,-0.864987083,-0.700992234,-0.33522521250000004
adnB__delydhB_adn__2,-0.7440203171,-0.53800843,-0.0202607985
ytf2__wt_glc__1,-0.536074367,-0.412467597,0.0265213165
ytf2__wt_glc__2,-0.8160652684,-0.513033272,-0.1403242235
ytf2__ybcM_glc__1,0.1495968094,-1.200077964,-0.3575453595
ytf2__ybcM_glc__2,0.5992195975,-1.354227996,-0.23443426650000002
ytf2__ydhB_glc__1,0.3886460398,-0.454634484,-0.2876658005
ytf2__ydhB_glc__2,-0.19095012520000001,-0.29285144500000004,-0.19440356250000002
ytf2__yfeC_glc__1,0.2670258667,-0.281402056,-0.2966178795
ytf2__yfeC_glc__2,0.41297783,-0.5769858870000001,-0.2533718325
ytf2__yciT_glc__1,-0.7636538957,-0.828883468,-0.37620577250000004
ytf2__yciT_glc__2,-0.7571161266,-0.8214245170000001,-0.4171447105
ytf2__ydiZ_glc__1,-0.5310577017,-1.34423589,-0.4454550105
ytf2__ydiZ_glc__2,-0.8679847093,-1.1407810999999999,-0.4394860775
ytf2__ynfL_glc__1,-0.7864759012,-0.6928747270000001,-0.2071152765
ytf2__ynfL_glc__2,-0.9840619364000001,-0.511191587,-0.1979544145
misc2__dellon_glc__1,-0.3940780662,-1.056510152,-0.0423634065
misc2__dellon_glc__2,-0.0592419234,-0.9829553670000001,-0.6271038335
ytf3__wt_glc2__1,-0.736672412,-0.47490265800000003,-0.2973758145
ytf3__wt_glc2__2,-0.3546726153,-0.44195506700000003,-0.2686383705
ytf3__wt_pH7_lactate__1,-0.6004786077,-0.6217223230000001,-0.3025577295
ytf3__wt_pH7_lactate__2,-0.4025367271,-0.562014511,-0.3075298135
ytf3__wt_pH55_lactate__1,-0.39230056490000004,-0.005173986,-0.2713144085
ytf3__wt_pH55_lactate__2,-0.6799811355000001,-0.09494735200000001,-0.1981763815
ytf3__wt_pH55_HCl__1,-0.4981182314,0.10756778700000001,-0.1437790375
ytf3__wt_pH55_HCl__2,-0.9575598064,-0.035509719,-0.0864600845
ytf3__dyieP_pH7__1,-0.0691411063,-0.449394202,-0.2839299685
ytf3__dyieP_pH7__2,0.0088011281,-0.485041172,-0.3086236345
ytf3__dyieP_pH55__1,-0.2736595217,-0.505572727,-0.2746889305
ytf3__dyieP_pH55__2,-0.09217725800000001,-0.382407533,-0.1811969235
