,A,RpoS,DhaR
acid_tale__acid_ale2_pH5__1,-0.8228355058,-0.261739756,-0.2107153445
acid_tale__acid_ale2_pH5__2,0.4967763314,-0.12966528100000002,-0.1353576675
acid_tale__low_Mg_ale_pH7__1,-0.5427982571000001,-0.524940594,-0.0243363045
acid_tale__low_Mg_ale_pH7__2,-0.6029834296000001,-0.7528981960000001,-0.1142719315
acid_tale__low_Mg_ale_pH5__1,-1.5046263536,0.328525112,0.2749622135
acid_tale__low_Mg_ale_pH5__2,-0.9692385450000001,0.216529764,0.1532366795
acid_tale__MES_ale_pH7__1,-0.20585942980000002,-0.45060715500000004,0.0270532245
acid_tale__MES_ale_pH7__2,-0.3194269011,-0.34063654800000004,0.1075307705
acid_tale__MES_ale_pH5__1,-1.2113206251,0.08479708100000001,-0.0215519945
acid_tale__MES_ale_pH5__2,-0.9771928460000001,0.475393002,0.4142727785
acid_tale__gmos_pH7__1,-0.1193822184,-0.35326148100000004,-0.0784246015
acid_tale__gmos_pH7__2,-0.10096078480000001,-0.380653725,-0.0210933645
acid_tale__gmos_pH5__1,-0.9610173194,0.36044262200000005,0.2053197015
acid_tale__gmos_pH5__2,-1.0352327695,0.331702712,0.2714327615
adnB__wt_adn__1,0.4202188498,0.19266828200000002,-0.46850676750000003
adnB__wt_adn__2,0.8448161101,0.5997283720000001,-0.7223490645
adnB__delydhB_adn__1,-1.8756296534999999,0.227307742,-0.4412735105
adnB__delydhB_adn__2,-1.446342933,0.612511522,-0.2007495775
ytf2__wt_glc__1,-1.5786938404000002,1.3332109920000002,0.12407359350000001
ytf2__wt_glc__2,-1.7008292429,1.280275182,-0.0251479755
ytf2__ybcM_glc__1,0.6859262568000001,1.756563822,-0.38920779050000004
ytf2__ybcM_glc__2,0.6625438921,1.789561882,-0.3123226905
ytf2__ydhB_glc__1,-1.2299617124,1.7383771920000002,-0.2183898055
ytf2__ydhB_glc__2,-1.7095765813,1.656277972,0.0474256905
ytf2__yfeC_glc__1,-1.3671001456,1.607751292,-0.0328145345
ytf2__yfeC_glc__2,-1.8685799679000001,1.653060862,-0.1499998045
ytf2__yciT_glc__1,-1.56941315,1.2814093020000001,0.1290152515
ytf2__yciT_glc__2,-1.6767457822,1.281068312,-0.1727270455
ytf2__ydiZ_glc__1,-1.2230680019,1.0339006020000001,-0.1616635155
ytf2__ydiZ_glc__2,-1.1611782455,1.0135920920000001,-0.18978443250000002
ytf2__ynfL_glc__1,-1.7508447718,1.542635782,-0.1241352065
ytf2__ynfL_glc__2,-1.4722944137,1.552532362,-0.0277023115
misc2__dellon_glc__1,2.2207854282,1.851431072,0.0478917385
misc2__dellon_glc__2,2.5276923798,1.957580102,-0.0803111005
ytf3__wt_glc2__1,-0.43105782870000003,1.415156502,-0.15514933350000001
ytf3__wt_glc2__2,-0.4127417695,1.3531878019999999,-0.0491426565
ytf3__wt_pH7_lactate__1,-0.5255387395000001,1.498717262,-0.36759260650000003
ytf3__wt_pH7_lactate__2,-0.5494066885000001,1.560191642,-0.2505879095
ytf3__wt_pH55_lactate__1,-0.958793188,1.521477682,-0.3030753815
ytf3__wt_pH55_lactate__2,-1.1870734461999999,1.600326662,-0.17371406650000001
ytf3__wt_pH55_HCl__1,-1.289916026,1.514438652,0.0457238305
ytf3__wt_pH55_HCl__2,-1.4096180652,1.4329907020000001,-0.0392405995
ytf3__dyieP_pH7__1,-0.5218038107,1.370709192,-0.1314278625
ytf3__dyieP_pH7__2,-0.767633082,1.300769352,-0.18040664350000002
ytf3__dyieP_pH55__1,-0.4593515615,1.313243352,-0.22294990850000002
ytf3__dyieP_pH55__2,-0.7353653288,1.440201662,-0.2568817745
